% Data generated using R package 'mlbench'
%
% > library("mlbench")
% > set.seed(1234)
% > data <- mlbench.simplex(n = 1000, d = 3, sides = 1, sd = 0.1, center=TRUE)
%
% The created data are \code{d}-dimensional spherical Gaussians with standard
% deviation \code{sd} and means at the corners of a
% \code{d}-dimensional simplex. The number of classes is \code{d+1}.
@relation simplex
%
@ATTRIBUTE x REAL
@ATTRIBUTE y REAL
@ATTRIBUTE z REAL
@ATTRIBUTE class {1,2,3,4}
%
@data
-0.4569491089,-0.2037233747,-0.3344535362,1
-0.7028747836,-0.272268212,-0.1303462127,1
-0.4885165399,-0.2379055647,-0.1184260854,1
-0.5916359082,-0.3768369677,-0.1441791856,1
-0.5271604207,-0.1424584174,-0.3486541518,1
-0.518774475,-0.2028218264,-0.1878590839,1
-0.3280409779,-0.0812574472,-0.305150621,1
-0.5297085826,-0.2638875618,-0.2281792224,1
-0.3667000365,-0.3411829,-0.3248072217,1
-0.5991665335,-0.2489483893,-0.3037327283,1
-0.3595705975,-0.3993775875,-0.3302567124,1
-0.3997464283,-0.2842811865,-0.2988897936,1
-0.4555779192,-0.1705227486,-0.2403086458,1
-0.6551036985,-0.2479906444,-0.1196215005,1
-0.4028061633,-0.1673867027,-0.1528599398,1
-0.5876572033,-0.2356600595,-0.1629742738,1
-0.439038414,-0.4597931609,-0.2137133692,1
-0.4025835139,-0.2074802298,-0.2202690281,1
-0.4362286188,-0.3409468924,-0.3198857073,1
-0.4449304182,-0.2236441026,-0.18838356,1
-0.5252272329,-0.2255850712,-0.2361720433,1
-0.5575108065,-0.4113864573,-0.3116927403,1
-0.4325010945,-0.2198965511,-0.1576086029,1
-0.5462241046,-0.2085713251,-0.003231153,1
-0.4944930652,-0.3309952374,-0.2602077885,1
-0.5699280886,-0.3246833393,-0.084027869,1
-0.4442981488,-0.2573891882,-0.0946649957,1
-0.4252525383,-0.2863835909,-0.0151322236,1
-0.5623099157,-0.4717006831,-0.227255001,1
-0.5461039611,-0.435851061,-0.154578625,1
-0.6947951662,-0.2327016562,-0.3190746823,1
-0.4764775202,-0.4838291473,-0.1417064949,1
-0.6363895737,-0.2575790497,-0.14395401,1
-0.489051281,-0.3180255466,-0.1644995736,1
-0.5147485858,-0.1631099168,-0.3454264053,1
-0.3898988731,-0.3131977941,-0.3295387455,1
-0.7892717627,-0.3684979009,-0.102318563,1
-0.5541026419,-0.3421738781,-0.2336025365,1
-0.6908443626,-0.3326099633,-0.0304237793,1
-0.6172592787,-0.2039262248,-0.1709222225,1
-0.5165167891,-0.3394741402,-0.3118584597,1
-0.3568294748,-0.4868044341,-0.2122037719,1
-0.4779902413,-0.550399589,-0.1769127754,1
-0.4451050886,-0.1178548618,-0.0402688492,1
-0.5530150911,-0.2998516682,-0.4013737329,1
-0.4969925584,-0.2936762381,-0.3536986997,1
-0.5558674999,-0.3038747966,-0.2996953831,1
-0.4374496591,-0.3143924515,-0.0178773067,1
-0.4823503723,-0.3563504395,-0.270727436,1
-0.6084485055,-0.202456843,-0.2491359284,1
-0.507539091,-0.2644469423,-0.1573769796,1
-0.5270907204,-0.2118017978,-0.1884747935,1
-0.446846517,-0.2195969922,-0.3319412569,1
-0.6048562038,-0.2992914486,-0.1427225189,1
-0.481251643,-0.2803398033,-0.2447533236,1
-0.5947507245,-0.3350784531,-0.0583910543,1
-0.77334699,-0.3868121718,-0.2630129786,1
-0.5680878546,-0.3815147774,-0.0939488254,1
-0.393161811,-0.1440263381,-0.4014848063,1
-0.6777904652,-0.2761248813,-0.179951471,1
-0.5240084137,-0.2174510437,-0.0656890148,1
-0.4544761072,-0.4854559182,-0.2218368821,1
-0.4677527121,-0.5434653948,-0.2895466282,1
-0.4967989672,-0.493541335,-0.0879417764,1
-0.4084968435,-0.3526078074,-0.2039914002,1
-0.4205518541,-0.2162871121,-0.01640312,1
-0.4415596953,-0.362190385,-0.1397929326,1
-0.5304094176,-0.2383111895,-0.1015649056,1
-0.6387774035,-0.2656885531,-0.1314002091,1
-0.529567848,-0.3752450478,-0.1114653757,1
-0.5207740369,-0.2836639412,-0.1664197278,1
-0.3933323195,-0.2018949949,-0.2481858731,1
-0.6768297361,-0.351601668,-0.1879811004,1
-0.4489724138,-0.3846231246,0.0150667793,1
-0.5732025764,-0.4566666719,-0.2756621359,1
-0.4991933897,-0.3958738692,-0.2688087505,1
-0.5216483017,-0.3191096231,-0.0992257911,1
-0.5538293966,-0.1463252029,-0.2569386792,1
-0.3459385082,-0.0783418907,-0.1221627625,1
-0.4551426246,-0.3655973552,-0.2351444125,1
0.4859586567,-0.3802258264,-0.2691706629,2
0.5308126465,-0.3591814161,-0.1104082285,2
0.5219935407,-0.1530787343,-0.0322490749,2
0.6819417483,-0.3643396345,-0.2432985876,2
0.5319373415,-0.3259368786,-0.2044243096,2
0.5738057409,-0.4544342959,-0.2086758916,2
0.61034788,-0.2962890127,-0.1497917922,2
0.5714100988,-0.2733820886,-0.2470998599,2
0.4502821065,-0.2293789082,-0.2395072313,2
0.4349918438,-0.3433865578,-0.1986037133,2
0.400385746,-0.195769053,-0.1428136035,2
0.6492235302,-0.4097999553,-0.1786225499,2
0.4617621042,-0.3423862678,-0.3014328722,2
0.4093759256,-0.2880991374,-0.2428649639,2
0.4874663396,-0.1828741386,-0.1810657326,2
0.5454904552,-0.3986994489,-0.2395283858,2
0.4627485234,-0.2616825487,-0.3461009973,2
0.5304080792,-0.2242371238,-0.3190407773,2
0.631984678,-0.1510537122,-0.2596448195,2
0.5111240456,-0.0768225471,-0.3029837887,2
0.4824629261,-0.4639713221,-0.3288037766,2
0.4656770953,-0.4388160503,-0.051618841,2
0.5755631012,-0.2455158355,-0.1614416812,2
0.51596117,-0.3442703414,-0.1563310973,2
0.4856396953,-0.4018524797,-0.026495786,2
0.4081883701,-0.3295735697,-0.1618754193,2
0.5725328593,-0.3425430493,-0.2163771432,2
0.5228772181,0.0337685433,-0.3577293331,2
0.6171949883,-0.4282413635,-0.162256379,2
0.8374010261,-0.4742930666,-0.245283132,2
0.5211422217,-0.3943164481,-0.1586545968,2
0.3202204142,-0.2611729724,-0.1502450175,2
0.7314277943,-0.461965404,-0.1952123869,2
0.485510527,-0.2640133988,-0.2706429308,2
0.4993336561,-0.2385375382,-0.387846215,2
0.4039089847,-0.4506790945,-0.1735719181,2
0.5823859827,-0.2131367947,-0.0715767825,2
0.3735568888,-0.472133958,-0.3079011056,2
0.3727675677,-0.4859533675,-0.312189241,2
0.5731849917,-0.2115271526,-0.2611854175,2
0.4725477951,-0.2936701497,-0.2909974483,2
0.4858694988,-0.2426147259,-0.2484843458,2
0.6561554512,-0.4617354792,-0.2045407634,2
0.3448824762,-0.3286990754,-0.2776380837,2
0.4904000776,-0.3808266144,-0.1618491096,2
0.3834594576,-0.2832659574,-0.0088354919,2
0.7310975678,-0.2634750214,-0.1590842667,2
0.3782807901,-0.4965891564,-0.3468827114,2
0.5503128105,-0.2087041441,-0.2431608422,2
0.3881332665,-0.3005246431,0.0078270608,2
0.5475582879,-0.3122558551,-0.1985300312,2
0.5147935896,-0.2030258642,-0.1802323459,2
0.523133493,-0.2559734943,-0.2920536284,2
0.3531566742,-0.2918155888,-0.2242261308,2
0.4789820989,-0.1616115954,-0.3607425866,2
0.6040346694,-0.2033612185,-0.1125004771,2
0.3623719661,-0.2727365447,-0.0646705354,2
0.5871210177,-0.3724566429,-0.1947026437,2
0.4813196811,-0.2453127195,-0.3008824204,2
0.5141946257,-0.149739369,-0.2143059924,2
0.4694179027,-0.2175805917,-0.0921228116,2
0.5638435732,-0.3995425751,-0.2977253339,2
0.5418447349,-0.3698781333,-0.2072142801,2
0.5119746458,-0.0619871361,-0.0618047412,2
0.5892598327,-0.2487261814,-0.1434361683,2
0.5327852483,-0.1582882058,-0.2325777827,2
0.3362044382,-0.4012225861,-0.1335832507,2
0.4286750516,-0.3627906985,-0.1278501154,2
0.5913702323,-0.2636142842,-0.1827752689,2
0.4481240812,-0.1766089392,-0.1540716419,2
0.6425076704,-0.402510401,-0.2232436445,2
0.4658497194,-0.2050620959,-0.2157191626,2
0.659358855,-0.3754520419,-0.1700103691,2
0.4399463523,-0.2995501929,-0.1344815899,2
0.5186352256,-0.2535626548,-0.3329064404,2
0.7251529212,-0.4885158745,-0.1190276645,2
0.4357318932,-0.3645503026,-0.4139049155,2
0.6670601893,-0.4396343922,-0.0919606165,2
0.5155455512,-0.516285449,-0.104218069,2
0.468805398,-0.3726775375,-0.204146534,2
0.4298388881,-0.4723386596,-0.113506143,2
0.6652737754,-0.2445872422,-0.1376074715,2
0.5284767467,-0.2056822269,0.0415219878,2
0.432036197,-0.3178547126,-0.2667969092,2
0.5738438041,-0.1302535446,-0.0822991091,2
0.5515911456,-0.3097310449,-0.1930122231,2
0.4796897587,-0.3269481961,-0.0892580896,2
0.5075714945,-0.4321502822,-0.1972348866,2
0.5914464555,-0.3537046719,-0.1327002862,2
0.4742595776,-0.2803612072,-0.4033954526,2
0.5224021065,-0.3196104531,-0.3203920808,2
0.4137553502,-0.2146918251,-0.0819222346,2
0.38682667,-0.069687342,-0.2939673966,2
0.5145662477,-0.4093225944,0.1080336084,2
0.3542611055,-0.3769002893,-0.0440321856,2
0.3812949343,-0.4426761064,-0.0141981417,2
0.573639433,-0.2359243338,-0.0500918435,2
0.5877692202,-0.2334542422,-0.2157914297,2
0.5424465296,-0.1753420574,-0.2351247456,2
0.5756467762,-0.3591868965,-0.2892553956,2
0.4643058498,-0.383666507,-0.0887867481,2
0.581860333,-0.3885708154,-0.2205011605,2
0.581483646,-0.3475862155,-0.3007539796,2
0.4979925453,-0.2968833971,-0.1289244607,2
0.3884562943,-0.2208895529,-0.3663842745,2
0.5465388532,-0.3277124836,-0.2474082103,2
0.5052693331,-0.3403571656,-0.1676306009,2
0.5245933713,-0.2404650752,-0.2437250915,2
0.5261996518,-0.3170529779,-0.042119979,2
0.5428489441,-0.3389969914,-0.2988295314,2
0.3751604576,-0.1112161908,-0.2942253183,2
0.5425355073,-0.371823918,-0.0555812588,2
0.4924723981,-0.3717675117,-0.3551657049,2
0.3777976369,-0.1329229407,0.0352630543,2
0.5217770119,-0.3500712372,-0.3173094116,2
0.4742196269,-0.1608562691,-0.2714625411,2
0.5016051592,-0.3206217268,-0.2302920709,2
0.6417587782,-0.3874542103,-0.0589265728,2
0.49531752,-0.2882746352,0.0251726717,2
0.5701267248,-0.2601910026,-0.2157504524,2
0.4536835234,-0.5032476399,-0.0580458698,2
0.4359629451,-0.201955932,-0.1827586046,2
0.5200968633,-0.1920173781,-0.265581441,2
0.5391250793,-0.3049336461,-0.192142152,2
0.5682760435,-0.4266212342,-0.111388043,2
-0.0176744745,0.6531918963,-0.2460561468,3
0.1001085245,0.596814931,-0.1346600621,3
0.1222208537,0.6108257907,-0.3062253012,3
-0.0902055189,0.3689524227,-0.1403652947,3
-0.0075303523,0.4856283729,-0.3022914653,3
0.1980760906,0.6944480606,-0.2509248993,3
0.0640139398,0.5934066331,-0.1004444175,3
-0.0442995399,0.7531885953,-0.248589637,3
-0.0307032371,0.6043931437,-0.0959250825,3
0.0772050494,0.4654432664,-0.2473526421,3
-0.0291022275,0.5451722336,-0.3573353269,3
0.0301161788,0.7794610726,-0.3767683603,3
0.0765159946,0.7854688757,-0.2419635264,3
-0.1683628631,0.4833493686,-0.2086140504,3
-0.1297115573,0.4783518235,-0.2577597621,3
-0.0847536947,0.5268304852,-0.3203924973,3
0.0149832914,0.6726324981,-0.3275887771,3
-0.0302071921,0.5563237406,-0.2908849003,3
0.0681314879,0.5126062186,-0.1876233908,3
0.1187895149,0.5959114741,-0.1480318527,3
0.0451000948,0.5139136018,-0.0991324399,3
0.1909529664,0.615112415,-0.1978502468,3
0.082644366,0.6910412944,-0.1879638919,3
-0.0478485544,0.4292922008,-0.0126376257,3
0.0694040866,0.6570348422,-0.1393767293,3
0.0292409976,0.4259737619,-0.0491826761,3
-0.0227626947,0.3870708518,-0.1498336882,3
-0.0918414218,0.5532993778,-0.3182202979,3
0.0977934652,0.6613636469,-0.2545878938,3
-0.1634574391,0.4354523432,-0.0218387482,3
0.0433944206,0.4853708689,-0.3543915807,3
-0.1623866271,0.466222398,-0.2035124461,3
0.1017743983,0.323721769,-0.1483175496,3
-0.0803876083,0.5726403257,-0.4239485267,3
-0.1060093425,0.6390586524,-0.13639549,3
0.1157803108,0.5892116873,-0.1065440561,3
0.0399860995,0.6492170506,-0.1698941878,3
0.1397947029,0.5578219024,-0.1169671627,3
-0.0056637242,0.5168548277,-0.1264027678,3
0.1001904234,0.6217932413,-0.1079163388,3
-0.0304687662,0.5872023668,-0.3616933176,3
-0.1385159984,0.4904547339,-0.2416459886,3
0.0404389981,0.7374867114,-0.0928309032,3
0.1232068679,0.3432088547,-0.2641624932,3
-0.0800729524,0.6939707532,-0.1913128896,3
-0.1876970006,0.6826957213,-0.2674822708,3
-0.3194206803,0.5285459273,-0.225033546,3
-0.0375448321,0.4218690073,-0.3481826115,3
-0.0771246509,0.6744026679,-0.3570830159,3
-0.0027387989,0.6602541051,-0.1200484471,3
0.1005957622,0.5984254821,-0.1662142012,3
-0.0161580287,0.5078265741,-0.1352107555,3
0.0227420055,0.4604780962,-0.1754106194,3
-0.138889742,0.5677363436,-0.146482247,3
0.2262160346,0.543689662,-0.2047556827,3
-0.070490302,0.4877529992,-0.298062207,3
0.0070381082,0.467263657,-0.1691270439,3
-0.1663625958,0.5670029482,-0.0736664462,3
-0.1364239068,0.5216189235,-0.2290235808,3
-0.0012551221,0.5956683068,-0.4384848704,3
-0.0575544423,0.5259614522,-0.2751368922,3
-0.0519511539,0.5590306019,-0.403926791,3
-0.0182347038,0.6428960278,-0.0455756508,3
-0.148107916,0.4358479118,-0.2405522099,3
-0.2323373582,0.4857704792,-0.0536732126,3
0.0303383845,0.5370114427,-0.1672967473,3
0.0261153928,0.5606714071,-0.2777121558,3
-0.0562323547,0.4673931028,-0.0966177787,3
0.1288531386,0.5467834042,-0.117214188,3
-0.0507341697,0.6313193827,-0.1054205142,3
-0.1609542749,0.5591031855,-0.2232210203,3
-0.0848600738,0.7806019086,-0.214806271,3
-0.0291585921,0.5618846739,-0.0289068912,3
0.054056975,0.6059750296,-0.0333571873,3
-0.0749165565,0.5019712147,-0.0186003016,3
0.0414047792,0.627509019,-0.1857201969,3
0.0682396528,0.5173702923,-0.2394573076,3
-0.0156778325,0.5155197172,-0.1649059981,3
0.0307925305,0.5914392079,-0.312784617,3
0.0878189099,0.5253662383,-0.0579060635,3
0.1787893199,0.5750525795,-0.2440732814,3
-0.1350025646,0.5893134553,-0.4057122208,3
0.0605076005,0.5655704283,-0.3563261352,3
-0.110840382,0.5620332102,-0.2207011002,3
-0.0396803764,0.4716544827,-0.1762156381,3
0.1491558847,0.6526046761,-0.1497735407,3
-0.028426605,0.6087601863,-0.166836338,3
-0.0801490905,0.5830911753,-0.2969354886,3
0.0820581843,0.4850230207,-0.301158337,3
-0.008175564,0.5571704435,-0.347740291,3
-0.14516141,0.6505650118,-0.1637835867,3
-0.0475222713,0.6543241613,-0.3204964194,3
0.106922245,0.4559963339,-0.2461426059,3
-0.1049573429,0.4788744733,-0.4100120071,3
-0.0291967507,0.4945284114,-0.0699529774,3
0.0318941044,0.6776362686,-0.2215885089,3
-0.0629689608,0.629840386,-0.1837582859,3
0.0280293,0.4272877609,-0.2103633371,3
-0.1105658854,0.4584516929,-0.2296604494,3
-0.1071343864,0.5298118271,-0.2800868175,3
-0.0815141403,0.5014707253,-0.2419802819,3
0.0482753847,0.4264863361,-0.2541476811,3
0.244290629,0.6289548734,-0.2918164548,3
0.0010838495,0.4924664323,-0.3653524974,3
-0.1733527939,0.3832746151,-0.248491897,3
-0.0522501242,0.5936816125,-0.1692215454,3
-0.0734436015,0.4944621274,-0.2030213178,3
0.0521149442,0.5042995253,-0.1722588866,3
-0.0325332661,0.4392874118,-0.353362773,3
-0.0310226978,0.5754775542,-0.2227082666,3
-0.0592347263,0.6579546801,-0.2043778253,3
-0.1567537954,0.6410992048,-0.1427363725,3
-0.0272344748,0.5648312221,-0.2299296538,3
0.2338862477,0.4163090991,-0.1750384456,3
-0.0288369502,0.4304100931,-0.2487155217,3
0.0625137676,0.63750024,-0.1371323696,3
-0.0870237001,0.5358362026,-0.0986514997,3
-0.1762807278,0.5470164081,-0.3832390126,3
-0.1078084119,0.5658225747,-0.3228693894,3
0.1852428219,0.595533344,-0.2488304349,3
-0.1716263327,0.5047090245,-0.0446799582,3
0.0205401567,0.5764670382,-0.3780271576,3
-0.1146708819,0.6897477519,-0.0174842623,3
0.0130758465,0.5427254701,-0.0747622139,3
0.0441334473,0.7228620998,-0.1103320287,3
-0.1557362063,0.0514292086,0.5442922721,4
-0.0117659774,-0.1401421505,0.4884527412,4
0.1559764167,0.0922272369,0.6407621419,4
0.0461176965,0.0126299327,0.5087616936,4
-0.0740496187,-0.0412254461,0.5223283796,4
-0.1934487247,0.1396540474,0.5240037281,4
0.0109056323,0.0970305821,0.6584883733,4
-0.1800685928,0.0095077027,0.7242312541,4
-0.0541779197,-0.091901067,0.5351488571,4
0.0431609048,0.0036002503,0.7090532587,4
0.1181818967,0.1323264757,0.5805411635,4
0.1110640108,-0.1237501332,0.7129323764,4
-0.0506932369,-0.0093522179,0.4630540804,4
0.1118137509,-0.0154444915,0.5983107982,4
-0.0778646432,-0.0503987814,0.5586829735,4
0.1333291955,-0.118950555,0.8111163406,4
-0.0800147018,0.0595157567,0.5313186237,4
-0.0709075775,0.3369949754,0.7079117167,4
0.1061603333,-0.0963605266,0.4742858813,4
-0.1460940911,0.0414862877,0.4662645288,4
-0.0305265338,-0.200957021,0.7015533023,4
-0.1073443801,0.1522029163,0.7567981535,4
-0.0020316119,-0.1251773405,0.6153143334,4
-0.0614386978,-0.1464583845,0.4388492596,4
0.0765357064,-0.0642657767,0.4563437096,4
0.0667239834,-0.0022104182,0.5300376088,4
0.1415750806,-0.1108836934,0.6126333476,4
0.1091189563,-0.0703008276,0.4035868962,4
0.149942835,0.0759284281,0.7213503748,4
-0.1438772095,0.114267032,0.4876477326,4
-0.1419222589,0.0277384497,0.6492373166,4
-0.0311481383,-0.1949425602,0.5903255819,4
0.0043253993,0.1896027583,0.5337521471,4
-0.1875337507,-0.1304512462,0.6863189983,4
0.1388531345,-0.1308526738,0.6824125722,4
0.2054005453,-0.0359150052,0.5603227963,4
0.0032467505,0.1038485873,0.6368488798,4
0.1454215321,0.1138995732,0.790202576,4
-0.0427237271,-0.017735574,0.5535467709,4
-0.1308903216,-0.0238388096,0.6315679841,4
0.0694594605,-0.1232135869,0.6240614825,4
0.1286258441,0.1160568844,0.5721655144,4
-0.0299968137,-0.0310074029,0.7178089976,4
-0.01621714,-0.0460394774,0.5923164689,4
-0.0398809978,-0.0129401477,0.6662271505,4
-0.2020863281,-0.0020967302,0.8145562897,4
0.0884767685,0.0298409415,0.7067442753,4
-0.006973681,-0.0744595548,0.5641125841,4
0.0093584914,0.0201532742,0.4711917005,4
0.1053435767,0.1130529626,0.6279414869,4
0.0017134785,-0.117576708,0.5620202163,4
-0.0460360569,-0.0811429111,0.5170454354,4
-0.0413396775,-0.1673587068,0.4581132064,4
-0.0160939322,-0.0201920981,0.80934388,4
-0.0017294303,0.0031256632,0.6981076161,4
-0.1698919055,0.1379346786,0.5341594766,4
0.04358166,0.1402712865,0.6071791314,4
0.0326664356,-0.0128320601,0.5713482902,4
0.1156128219,0.0246317007,0.637830565,4
-0.1393512407,-0.0043833441,0.5033462744,4
-0.0626515736,0.2278388916,0.7045032128,4
0.0745925574,0.2414617159,0.5347029637,4
0.0347798649,0.0942812883,0.6396056798,4
-0.0143541746,-0.0490289836,0.6842075223,4
-0.0485714016,-0.1276532826,0.5210257412,4
0.1051282837,0.1128115431,0.5188869789,4
-0.0538487283,0.0653239728,0.6354639539,4
0.1260853313,0.1318781386,0.4854185231,4
-0.0028635389,0.1427162553,0.619885476,4
-0.096602911,-0.0779420618,0.5272075588,4
0.1784918537,0.0556091239,0.5790963157,4
-0.0890483362,0.0328197628,0.661374681,4
-0.0232062156,0.0790347066,0.6018512255,4
0.1171600382,0.322473888,0.6081762161,4
-0.0527018204,0.0410837598,0.7620441182,4
-0.0630804701,-0.0258814137,0.8027842794,4
-0.1260995289,-0.0757955951,0.4419332601,4
0.0289555147,-0.0841717553,0.5839786025,4
-0.0114593155,0.0189709697,0.6020763583,4
-0.0781238887,0.1558818572,0.5517365297,4
0.1960599264,-0.0646424645,0.6316751145,4
-0.0543715058,-0.0926186793,0.532949165,4
0.0648401344,-0.0146236388,0.4161062039,4
-0.1145530676,0.0980575161,0.6789491604,4
-0.0429306516,0.1739077261,0.6919226177,4
0.0398612852,0.0516421437,0.6721455322,4
0.1976897323,-0.0166958635,0.4574809688,4
0.130084815,0.1676403607,0.6879904865,4
0.062055937,-0.0001382309,0.5415030801,4
-0.2170218927,-0.2335365765,0.7032226858,4
-0.0597214625,0.1479548353,0.6688972701,4
-0.1836435233,0.0570440566,0.7713361483,4
0.109667879,-0.0198532096,0.5638435923,4
0.0087929204,0.1473109333,0.6353189291,4
-0.048451216,-0.0956552494,0.5836255603,4
-0.0882144104,-0.1503243831,0.5972534449,4
0.1552425961,-0.1335454072,0.5619535948,4
-0.0453368166,-0.0892861668,0.5381988523,4
-0.0330220955,-0.0370381009,0.6918174314,4
0.091748869,-0.0515974507,0.5017518524,4
-0.0760562186,-0.0538098217,0.7437903648,4
0.1045798518,0.0089398713,0.7101924498,4
-0.112164985,0.0566007328,0.6782495576,4
0.0671265242,-0.1581086384,0.6898373979,4
-0.2047055169,-0.0834612393,0.613795198,4
-0.0445314328,-0.183182292,0.5038826955,4
-0.0094324125,0.0515419932,0.5496795776,4
-0.0766902835,0.051170688,0.637481054,4
-0.0389873597,-0.0510792764,0.5744889968,4
0.1203021388,0.0340613478,0.6169410089,4
-0.0915370972,0.081724692,0.4231145981,4
-0.0652743929,0.0598683248,0.5618337138,4
-0.2142058618,0.0892470132,0.5558014982,4
0.1607521009,0.0412664174,0.6943457099,4
0.0991406403,-0.0157938162,0.6871367576,4
-0.049724151,0.0308227707,0.7465424412,4
-0.0104209153,-0.2541111173,0.66184984,4
-0.013228477,-0.000632864,0.6093182283,4
-0.0883529162,0.1401025354,0.7971864271,4
-0.1907528891,-0.0939779746,0.5402936063,4
0.0079287003,-0.1918283236,0.576456609,4
-0.0471315551,-0.1378076023,0.5694118626,4
-0.0725787811,-0.0549224312,0.7284092251,4
-0.0440514546,0.1077116427,0.6081509453,4
0.0555082892,0.0923815246,0.6383080137,4
