% source: http://sse.tongji.edu.cn/zhaoqinpei/Software/

@relation mopsi-finland

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL

@DATA
627706,294809
627669,294832
627598,294836
627560,294839
627347,294629
627275,294743
627258,295096
627174,295378
626749,295803
626009,297627
626011,297616
625993,297355
625997,297364
625982,297437
625981,297439
625981,297445
625807,297646
625807,297642
625805,297649
626336,296784
626335,296215
625571,294529
625493,294417
625399,294152
625367,294042
625301,293876
625292,293860
625317,293852
625334,293770
625419,293675
625452,293676
625593,293669
625763,293680
625806,293700
625872,293677
626133,293642
626278,294160
626237,294393
626202,294887
626352,296468
626025,297480
625614,298148
625038,299128
624445,300586
624409,301022
624498,301664
624764,302294
624785,302320
624846,302395
624931,302344
625277,302028
625417,301915
625600,301686
625610,301640
625887,301276
625991,300769
625765,298100
625833,298046
625992,297629
625980,297645
625995,297621
625989,297629
625990,297627
625995,297630
625996,297631
625991,297633
626111,297662
626114,297655
626119,297672
628899,277095
628918,276966
628915,276963
628918,276968
628888,277029
628868,276482
628819,275878
628280,275384
628812,275964
628810,275965
628918,276773
629092,276568
629088,276565
628943,276585
629017,276549
629092,276528
629091,276518
629085,276486
629084,276481
629077,276489
629079,276493
628926,276778
625779,298085
625778,298088
625773,298097
625771,298099
625769,298099
625774,298124
625775,298148
625780,298304
625780,298306
625778,298294
625778,298287
625777,298280
625770,298230
626007,297613
625970,297664
625985,297447
625988,297451
626027,297485
625775,298079
626018,297599
626018,297602
626014,297596
626012,297593
626008,297631
626155,297466
626147,297149
626146,297150
626208,296801
626042,297453
625990,297615
626136,297857
626117,297940
626050,299255
626277,298362
626261,298295
625992,297456
650116,254590
650118,254586
650084,254541
650063,254636
650071,254629
626312,298826
626258,298677
626342,298629
625987,297442
626016,297601
625798,303752
627705,309718
625759,304259
626150,297421
626139,297441
626060,297641
625978,297442
625983,297431
625983,297447
626002,297644
631645,298078
626150,297416
626142,297395
626135,297402
626128,297414
626105,297439
626029,297613
626030,297614
625982,297444
625979,297444
624297,299653
626157,297453
626153,297450
626150,297443
626120,297717
626121,297732
625990,297367
626155,297452
626004,297560
625986,297450
625982,297449
625981,297450
625977,297444
626168,298376
625983,297433
626141,297434
626154,297419
626148,297422
626144,297404
626140,297392
626067,297491
626053,297510
626043,297554
626062,297594
626167,297056
626151,297431
626154,297437
626153,297439
626152,297437
626151,297435
626150,297443
626044,297398
603188,249668
603179,249641
603182,249650
603184,249646
626150,297437
626149,297431
626152,297805
626151,297438
625991,297454
625980,297449
626150,297420
625979,297443
626150,297433
627427,298598
626100,297929
626145,298297
626144,298280
626032,297561
604775,223033
604777,223026
604776,223036
604787,223039
604789,223033
604786,223040
604787,223033
604790,223155
625989,297432
604782,223081
604591,222939
626152,297431
626038,297585
625999,297764
625990,297406
626149,297426
626067,297161
626067,297157
625953,297694
626091,297632
626152,297432
626154,297431
626148,297425
626028,297561
626148,297430
626163,297597
625978,297445
626147,297432
626159,297514
626034,297562
626008,297620
626148,297426
626159,297530
626159,297526
626139,297391
626147,297425
626151,297427
625984,297441
626034,297445
626038,297453
625985,297450
626146,297430
626149,297446
626169,297767
626185,297696
626148,297427
625981,297440
626026,297484
626149,297435
626200,298278
626188,298279
625989,297453
626031,297442
625985,297448
626120,297340
626111,297314
626043,297368
626121,297342
627700,309724
627701,309720
627701,309718
627699,309737
627716,309801
626135,297377
625941,297372
625183,296990
625184,296992
625945,297394
626279,297052
626143,297398
626139,297393
626145,297470
626144,297461
626039,297454
625986,297431
626144,297466
626141,297465
625980,297445
626151,297425
625980,297442
626064,297680
626103,297574
626096,297579
626056,297686
626149,297429
627213,298134
626014,297622
625779,298085
625777,298084
625983,297449
625983,297444
625767,298089
625978,297583
625942,297311
625778,298083
625777,298090
628932,276322
628918,276972
628916,276976
628718,275792
628907,275751
627008,289458
626998,290037
625774,298224
625780,298306
625780,298085
625983,297437
625982,297433
625979,297450
625774,298084
625911,297415
625936,297564
626163,296857
650066,254618
650069,254630
650171,254654
650170,254655
650068,254631
626155,298283
626614,298465
626150,298281
626149,298269
626249,298444
626154,298286
626343,298631
626148,297436
626176,298261
626388,298441
626131,298308
626039,297383
625984,297444
626148,298280
626143,298279
627704,309714
627702,309721
627708,309682
627700,309725
626149,298277
626149,297433
625981,297443
626034,297458
626035,297462
625983,297447
626158,297499
625977,297453
625977,297439
625989,297598
625977,297442
626035,297453
625978,297437
625985,297441
625986,297441
626184,297693
626184,297073
626033,297389
626184,297070
625971,297426
625979,297440
626025,297628
626026,297637
625982,297430
625985,297436
625979,297434
626019,297663
626004,297659
626022,297621
626181,297076
626110,297592
626183,297075
626034,297612
626034,297621
626034,297460
626037,297454
625966,297716
625967,297708
625979,297447
626026,297627
626142,298274
626154,298269
626144,298276
625982,297446
626147,298273
626156,298268
626147,298279
626144,298273
626147,297464
626117,297717
626120,297722
625986,297437
626054,297492
626140,298278
626029,297631
614490,238548
614483,238548
614488,238548
614484,238547
614499,238547
614482,238549
626028,297592
626026,297616
626150,297414
614497,238547
614493,238548
626018,297599
626152,297429
626148,297531
626150,297525
626141,298270
625985,297434
626119,297721
626118,297716
625997,297356
614508,238545
614494,238547
614487,238547
614492,238548
614544,238512
626123,297540
626142,297529
626033,297607
625988,297436
626149,297438
626163,297777
626164,297774
626170,297777
626184,297698
626147,297700
614820,238296
614485,238547
614588,238472
615012,238073
614837,238281
614523,238536
614518,238539
614511,238543
614517,238540
614496,238547
614514,238542
614507,238545
614513,238543
614529,238530
614601,238463
614504,238546
614654,238432
614503,238546
614498,238547
614491,238548
614744,238389
614500,238546
614526,238532
614539,238519
614570,238484
614568,238485
614542,238515
614524,238535
614506,238545
614545,238510
626011,297639
626008,297661
626152,297434
626171,297790
626137,297696
626035,297466
626175,297782
626176,297770
626174,297781
626186,297809
626188,297804
626175,297777
626028,297629
626028,297626
625981,297452
625982,297438
626193,298691
626096,297630
626094,297625
626146,297457
626147,297435
626025,297623
626034,297453
626145,297397
626147,297442
625987,297434
626037,297461
625979,297431
625986,297428
626148,297440
626145,297439
626151,297441
626060,297530
626030,297628
626022,297617
625984,297423
625984,297435
625981,297427
625984,297432
625985,297426
625983,297427
625994,297456
625980,297437
626175,297757
626168,297770
626185,297716
626150,297440
626174,297770
626169,297772
625988,297592
625988,297594
626018,297620
626015,297617
626009,297416
626094,297458
626147,297427
625976,297439
625981,297434
626034,297469
626025,297482
625997,297460
626143,297445
626148,297438
626150,297447
626148,297455
625993,297431
625997,297415
626109,297596
626110,297597
626325,296156
626170,295583
628983,276808
628922,276733
628927,276685
628960,276669
628940,276714
628791,276820
626144,297430
626145,297421
625984,297427
625977,297433
625987,297440
626012,297438
626014,297430
626038,297466
625999,297468
626254,268267
626141,297421
625986,297448
625985,297447
659435,264689
679190,250621
679269,250529
614520,238538
602595,249613
602095,249452
601877,249624
601716,249471
625978,297434
626251,297098
623138,278979
622247,278876
608262,255279
606629,253317
604632,251300
602817,250925
602085,246601
603719,236353
603717,234339
604169,231762
604336,229359
626120,297425
626149,297420
626024,297625
626004,297637
625995,297616
626001,297604
625976,297447
626130,297412
626101,297448
626022,297482
626009,297531
626009,297477
626030,297673
625991,297645
626004,297631
625974,297734
625982,297460
626117,297328
626150,297460
626184,297314
626185,297534
626182,297695
626186,297701
626193,297696
626161,297541
626073,297481
625958,297563
625993,297598
626032,297506
625991,297451
625977,297445
626132,297408
626138,297544
626076,297749
626077,297756
626120,297643
626170,297278
626181,297082
626185,297078
626159,297325
626155,297436
625981,297445
625991,297422
626033,297448
626036,297451
625995,297426
625980,297443
626151,297434
626032,297447
626020,297438
626170,297804
626160,297783
626149,297440
625979,297443
626152,297436
626154,297433
626001,297538
625999,297529
626006,297420
626053,297362
626054,297361
626103,297305
626104,297304
626147,297240
626165,297170
626164,297169
626137,297213
626135,297213
626111,297188
626072,297157
626071,297158
626035,297212
625987,297190
625986,297191
625995,297266
625954,297311
625952,297393
625952,297396
625912,297383
625922,297495
625923,297498
625952,297596
625953,297599
625995,297668
625997,297668
626047,297700
626078,297614
626046,297553
626005,297541
626200,297000
630887,217238
630887,217236
626013,297438
626009,297437
625981,297441
625982,297381
602885,250328
602885,250323
602884,250326
625982,297435
625981,297433
626879,296703
628980,276793
626148,297428
625982,297432
625984,297435
626074,297343
626050,297366
626093,297531
626005,297432
626170,297167
626121,297129
626122,297131
626249,297057
626169,297268
626058,297363
626013,297536
626022,297588
626005,297650
626022,297596
626023,297581
625997,297556
626002,297521
626012,297461
626011,297464
625993,297485
625993,297476
625993,297466
626597,296566
626276,297709
626022,297573
625983,297425
625985,297427
626144,298281
626149,298286
626144,298284
626146,298282
626015,297427
626148,297430
626158,297434
626154,297431
614484,238547
614482,238549
626023,297438
626020,297437
614982,238149
614837,238281
626016,297471
626013,297434
626144,298283
626146,298280
626147,298294
626018,297449
626019,297443
626136,298299
626007,297447
626010,297444
626007,297448
626015,297443
626001,297453
626013,297444
625981,297493
626020,297439
626001,297459
626015,297443
625995,297491
626014,297569
626013,297503
626014,297506
626018,297441
625994,297457
625976,297428
626015,297536
626013,297529
626013,297518
626019,297440
626132,297431
625901,297401
626150,298280
626142,298282
626056,297480
626024,297443
626051,297501
626023,297440
626022,297462
625999,297504
626020,297567
626026,297451
626021,297440
626014,297508
626013,297507
626004,297444
626018,297435
625991,297449
625986,297436
620000,290000
626152,297486
625988,297451
625993,297440
625989,297453
625986,297449
625981,297445
625984,297441
625989,297409
626151,297490
625985,297449
625985,297433
625984,297428
601993,249336
625974,297749
625993,297416
625986,297436
626153,297488
626184,297719
626158,297791
625986,297431
625985,297443
626151,297486
613183,291068
612768,290326
612773,290011
612488,288866
610995,283866
610825,283261
610802,283092
610474,281937
610466,281903
608634,267707
608649,267036
609469,257866
609626,257232
601991,249325
601990,249319
602380,249105
608265,255282
608260,255296
625240,290440
625453,291295
626224,292991
625983,297435
626152,297484
626147,297518
625980,297431
626152,297493
626150,297488
626178,297747
626193,297696
626156,297485
626153,297490
626031,297628
626010,297621
626003,297606
626002,297606
626152,297486
625988,297434
626150,297486
626026,297484
626028,297652
626026,297645
625984,297437
625982,297433
626147,297477
626149,297485
626168,297768
626170,297769
625985,297434
625979,297429
626149,297481
626150,297549
626115,297589
626110,297596
626155,297497
626113,297583
626112,297594
626150,297492
626023,297637
626028,297647
626152,297488
625994,297454
625989,297432
626038,297457
625986,297439
626035,297496
626037,297496
625985,297453
625986,297460
625898,298161
620339,298977
618861,298383
619388,298441
619640,298690
625909,298132
626161,297510
626040,297503
626035,297501
626143,297460
626153,297480
626033,297652
626031,297656
626030,297648
625983,297432
625984,297435
626161,297467
626002,297523
626000,297517
626020,297510
626046,297477
626073,297474
625987,297436
626143,297463
626021,297657
625988,297430
625986,297428
626149,297478
626011,297615
626015,297614
625979,297595
625984,297587
625980,297587
625988,297593
626142,297578
626117,297593
626110,297591
625981,297437
625991,297454
626148,297478
626116,297598
626111,297581
625980,297447
625985,297429
626026,297647
626151,297483
626148,297490
626009,297593
626008,297645
626009,297744
626000,297749
626153,297490
625988,297440
626154,297486
626024,297627
626028,297633
626024,297651
625984,297430
626151,297478
625902,298116
620495,299000
620444,298985
625886,298096
626049,297602
626043,297604
625988,297595
626045,297590
626044,297595
626151,297494
625996,297628
625995,297633
626154,297491
626025,297645
626156,297476
625982,297429
626154,297484
626157,297484
626095,297631
626094,297623
626155,297489
626026,297624
625986,297433
626148,297472
626028,297658
626152,297474
626113,297601
620136,298885
620545,299023
625847,297968
626037,297588
626038,297598
626023,297619
626027,297627
626031,297635
626025,297650
626267,296959
626268,296957
626173,297798
626168,297807
626156,297499
625986,297424
625773,298084
625771,298085
625771,298081
601669,249222
601668,249220
601701,249212
601706,249214
601546,249586
602824,245235
601694,249590
603244,246628
603237,246627
601705,249297
601675,249232
604523,250547
601585,249352
601692,249760
602823,245213
601686,249576
601687,249453
601542,249434
601551,249505
601554,249506
601553,249510
601560,249212
601559,249211
601560,249178
601592,249074
601587,249063
602768,248529
601676,249506
601687,249428
601702,249430
601702,249414
601694,249373
601606,249327
601615,249341
601639,249435
601583,249495
601613,249340
601619,249327
601769,249229
601634,249078
601601,249336
601680,249418
601670,249220
601669,249237
601669,249224
601673,249220
601708,249313
601705,249209
604694,263373
604590,262272
604589,262266
604561,262008
604564,262008
603960,256693
601602,249324
601599,249334
601600,249325
601607,249317
601605,249328
601546,249586
602824,245235
601694,249590
603246,246620
603236,246628
601698,249279
601677,249231
604523,250547
601591,249371
601580,249350
601585,249353
601589,249354
601692,249760
601691,249758
602812,245172
602824,245217
601601,249331
601603,249328
601686,249577
601687,249453
601610,249300
601553,249510
601562,249209
601586,249061
602771,248536
602782,248540
601609,249324
601606,249325
601606,249326
601610,249322
601608,249321
601607,249321
601599,249329
601614,249323
601675,249507
601689,249442
601695,249371
601606,249328
601607,249330
601606,249330
601635,249425
601639,249423
601640,249424
601637,249428
601660,249421
601669,249425
601633,249410
601631,249415
601623,249418
601619,249405
601600,249316
601602,249335
601611,249321
601691,249456
601601,249336
601615,249313
601646,249294
601775,249208
602023,248809
601608,249319
601612,249354
601634,249421
601640,249434
601306,252220
601313,252250
601335,252298
601344,252329
601588,249493
601583,249495
601619,249331
601772,249225
601769,249228
601645,249077
601604,249331
601600,249336
601680,249417
626013,297433
626011,297434
626014,297432
626031,297447
623175,280245
623217,280116
624875,277809
624876,277807
624962,277826
624954,277822
624954,277827
625977,297433
626045,297440
625922,297680
625923,297680
625922,297682
625923,297680
625977,297433
625921,297679
625968,297456
625909,297409
625916,297417
625932,297435
625905,297404
625919,297418
625908,297408
626017,297594
625777,298088
625980,297435
625774,298092
625776,298087
625778,298082
625780,298070
625999,297395
625967,297393
625968,297438
625970,297404
625979,297479
625941,297441
625784,298086
620000,290000
615046,238243
614481,238550
615083,238211
614485,238546
614774,238350
614486,238547
614837,238281
614515,238541
626019,297435
625983,297437
625985,297441
625978,297448
625983,297433
625981,297445
626004,297510
625984,297456
625983,297460
625980,297473
625981,297476
625980,297479
625975,297424
625973,297428
625973,297436
625973,297438
625975,297439
625978,297443
626198,297133
626196,297142
626194,297154
626193,297164
626193,297167
626191,297169
626188,297166
626186,297162
626184,297162
626168,297161
626167,297168
626164,297169
626166,297164
626170,297164
626173,297164
626174,297170
626177,297168
626180,297168
625977,297450
626010,297596
626008,297470
626004,297518
626010,297487
626026,297485
625980,297473
625980,297479
625975,297420
625978,297443
625979,297444
625998,297470
626198,297133
626183,297173
626018,297440
626014,297434
625994,297489
625980,297444
625984,297442
625801,298058
625980,297444
625792,298076
625977,297642
625983,297546
625993,297492
625982,297435
626010,297616
626022,297623
626027,297626
626175,297172
626190,297175
626153,297285
626126,297336
626074,297393
626048,297417
626054,297509
626044,297503
626190,297089
626202,297107
626204,297084
626196,297157
626010,297469
625985,297431
626026,297481
625979,297442
625984,297431
625986,297433
625981,297432
625981,297445
625993,297428
625994,297427
625991,297429
625983,297441
626008,297462
625982,297446
625986,297445
626177,297170
625982,297443
626172,297164
625978,297416
625979,297428
625981,297421
625991,297427
625980,297444
625979,297443
626177,297179
626132,297078
626200,297225
626100,297008
626214,297266
626160,297143
626174,297168
626003,297597
625999,297610
625975,297450
625984,297428
626167,297274
626060,297103
625997,297455
626175,297172
625982,297439
626020,297481
625990,297383
626175,297178
626039,297453
625978,297432
626176,297165
626044,297422
626054,297509
625993,297457
626177,297161
626190,297176
626033,297444
626014,297473
625995,297457
626176,297173
625983,297442
625978,297442
626037,297453
626038,297451
625970,297449
625979,297437
625985,297433
626036,297439
626038,297448
625981,297447
625986,297437
626039,297438
625982,297452
626154,297128
625986,297446
625979,297442
626026,297481
626176,297176
625979,297413
625984,297431
626167,297178
625983,297427
626176,297179
625983,297476
625977,297439
626179,297262
625987,297433
626172,297169
626040,297640
625981,297444
625995,297426
625994,297427
625992,297428
625991,297430
625982,297426
625980,297421
625973,297697
626176,297170
626182,297168
626180,297168
625992,297426
625993,297425
625990,297427
625992,297430
625993,297450
625986,297443
626008,297462
625980,297424
626159,297139
626188,297185
626179,297174
626175,297163
626170,297163
626173,296829
625983,297446
626176,297185
626186,297187
626177,297171
626179,297167
626176,297167
626193,297168
626038,297496
625999,297460
626153,297212
626166,297186
626180,297165
626179,297172
626171,297139
626178,297169
626180,297173
626177,297176
626178,297183
626182,297206
626179,297180
626174,297167
626202,297242
626165,297302
626237,297469
625990,297500
625990,297420
626172,297167
626181,297170
626222,297311
626180,297162
626172,297164
625990,297430
626180,297170
625900,297400
626000,297428
626100,297600
625900,297460
626174,297174
625985,297437
626027,297446
626026,297481
625984,297433
625992,297428
625985,297437
626038,297454
626037,297455
625987,297450
626167,297178
625983,297476
626026,297481
625984,297433
625992,297428
625979,297416
625983,297426
625980,297425
625980,297421
625977,297416
625986,297429
625982,297426
625978,297421
625981,297445
626013,297434
626014,297441
625987,297436
626125,297918
626124,297918
626127,297912
626125,297929
626072,297485
625981,297445
614484,238547
614490,238548
614491,238548
626105,297401
625982,297437
626036,297456
626025,297484
614536,238484
614603,238568
614576,238523
614565,238502
614553,238494
614569,238503
614559,238499
614597,238560
614556,238496
614570,238515
614502,238546
626087,297637
626000,297580
626029,297464
625998,297402
625997,297401
626009,297392
625997,297364
625967,297458
626011,297435
626009,297433
625999,297401
626010,297452
626010,297416
626011,297404
625995,297380
625996,297403
626009,297420
626011,297395
626010,297372
625996,297371
625997,297388
625999,297405
626165,298208
626102,298295
626129,298307
626100,298300
626151,298297
626173,298285
626127,298293
626141,298298
626129,298300
626169,298233
626157,298226
626159,298266
626200,297000
625985,297430
625980,297425
625984,297424
625989,297445
625980,297420
625984,297437
625985,297437
625986,297436
625990,297431
625989,297430
625988,297438
625987,297434
626220,297120
626200,297100
626240,297330
625832,296491
626035,297461
625936,297442
625914,297422
615247,239184
614538,238484
625957,297457
625921,297427
626151,297427
626154,297431
626191,297689
626189,297684
626190,297702
626191,297638
625932,297434
625938,297443
625904,297405
614657,238430
614612,238456
614554,238498
614482,238549
625947,297455
625911,297418
626080,297433
626046,297432
625906,297408
614526,238533
614486,238547
614577,238527
614569,238503
614564,238502
614553,238494
614633,238591
614625,238587
614598,238562
614571,238517
614537,238522
614485,238546
614489,238548
614492,238548
614502,238546
614607,238576
614561,238501
614549,238489
614570,238512
614575,238522
614551,238492
614506,238545
614603,238568
614594,238552
614550,238503
614504,238546
614577,238525
614846,238275
614837,238281
614654,238432
614648,238434
614569,238484
614566,238486
614498,238547
614596,238558
614528,238483
614589,238541
614546,238485
614611,238580
614570,238515
626176,297470
626037,297310
614766,238361
614660,238429
614605,238460
614497,238547
626457,297682
626083,297362
626231,297505
614481,238550
615083,238211
626310,297578
626116,297415
626599,297817
626089,297368
626177,297470
626101,297389
614507,238545
614533,238526
614483,238548
626188,297477
625979,297435
625981,297434
625979,297442
625981,297437
626036,297456
614562,238490
614485,238547
614496,238547
626200,298609
626200,298600
614659,238430
614500,238546
614540,238519
614488,238548
614573,238482
614499,238547
614552,238501
614491,238548
626362,297621
626175,297469
614558,238494
614511,238543
614616,238583
614549,238487
614565,238487
614689,238635
614679,238623
614559,238499
614879,238766
614877,238765
614578,238532
614566,238502
614791,238325
614601,238463
614536,238523
614661,238608
614552,238493
615027,238928
614493,238548
614549,238505
614598,238566
614557,238496
614615,238582
614607,238576
614544,238485
614642,238598
614560,238500
614820,238720
615083,238976
615032,238933
615284,239215
614669,238616
614721,238407
614643,238437
614571,238483
614559,238493
614518,238539
614517,238540
614587,238540
614557,238497
614536,238484
614579,238534
614651,238433
614513,238543
614525,238534
626116,298159
626117,298162
626046,297399
626014,297433
625960,297485
625963,297484
626034,297561
625983,297434
625961,297486
626033,297552
626034,297550
625980,297437
626003,297523
625986,297545
626000,297519
625947,297680
625981,297445
610397,281449
