% source: http://cs.joensuu.fi/sipu/datasets/
%
% Synthetic 2-d data with N=5000 vectors and M=15 Gaussian clusters with different degree of cluster overlapping.
%
% P. Fränti and O. Virmajoki, "Iterative shrinking method for clustering problems", Pattern Recognition, 39 (5), 761-765, May 2006.
%
@RELATION s-set4

@ATTRIBUTE x REAL
@ATTRIBUTE y REAL

@DATA
400326,624970
252952,676823
413463,567603
278479,630939
357644,695981
379090,753319
385257,638831
325664,713566
198182,677856
307097,671237
357196,852632
304864,695367
340313,638495
266876,665876
249076,589643
527817,730208
302392,702513
229377,613417
262537,513243
306856,679919
255893,641692
288661,700807
243986,766970
337154,818050
331738,776278
308989,689026
451071,614652
369162,695258
177049,597036
307397,731857
190542,567586
214385,603317
292488,660794
301304,694488
290450,647292
240273,687785
485824,759688
314447,613795
406046,576707
247378,759626
242243,710253
335078,619970
246400,663553
319819,678401
357208,755136
286658,715984
276224,720739
286891,681374
269693,862281
209140,705239
298335,753758
405752,494260
284855,658321
292422,606783
238952,742430
286754,806287
385034,613818
258007,845879
361385,582525
256095,673479
304011,514497
168313,558540
273517,847927
269578,687993
342344,657348
511555,663979
254044,618693
329516,777613
381316,720859
304874,695381
258057,724023
312238,495053
223059,671746
182857,737701
423758,695173
319037,717022
272612,637635
302593,696164
301289,697255
340176,691290
301423,696932
269774,786648
195108,681672
298935,670226
310043,795304
333533,635169
426326,733714
316583,691734
323812,738888
184474,672822
261698,699422
298959,742981
278130,681852
89604,711268
461411,808686
386150,700336
306813,508848
343270,788624
254266,563184
221257,683381
236193,657804
305311,547670
325404,749697
305675,695663
234323,590306
278285,766785
333181,827635
310860,682650
379268,814910
216187,733832
255081,562711
221833,769105
129640,884633
298929,666345
288914,733451
298288,662068
336208,747257
257260,644183
219122,686497
256223,566418
332173,749569
279044,697263
372608,716870
279062,689829
217166,843856
313338,727518
289905,820948
280555,680463
327824,620133
313999,801106
470379,544948
316065,796247
314665,670429
326880,737321
318119,673245
375031,597847
340444,724791
112396,741755
292787,695293
264135,635170
228355,583135
327427,657950
281909,694077
340641,618502
302992,783929
261605,622020
308884,703127
304500,588762
301556,642926
224858,807983
279515,617056
358851,708462
115401,744137
278267,692206
208702,671654
403432,795471
299778,680989
287574,546556
299755,675601
264783,728023
383654,611045
234506,764510
306197,670713
370443,654541
338403,771457
438616,601102
267318,679931
228642,788724
500824,652101
213842,692973
192836,648358
326129,821426
343932,724899
286532,513787
409264,781148
299657,693101
251849,548783
242142,692101
305206,702761
292531,656755
236864,671810
276544,768353
321631,632272
301620,716356
293539,671908
308117,740467
268889,886754
450198,671650
474639,808388
310168,735937
306114,579135
296474,688624
293176,687393
267935,658051
317528,569545
404854,628067
167462,739217
313436,638034
314521,830133
123131,598832
300174,705003
387423,745425
375555,736221
312647,700813
307671,666744
284404,780072
127621,744674
164798,675178
241192,694581
161562,624979
306397,692178
355914,617956
480340,753328
105551,615832
318130,662677
296294,706268
300777,698526
213659,538749
361449,666407
282983,762833
363500,627785
310342,697557
322064,661855
317266,689739
414173,576224
373783,522502
299009,683607
122269,693718
290251,628343
501954,511868
241183,860086
313365,650658
384155,681794
357075,730980
405179,696518
277759,782826
251175,650036
313862,698344
292696,637862
326876,674638
404700,650077
236495,689406
122456,724689
310319,685436
324020,701955
258854,848310
264032,631887
344920,597392
239150,710376
297247,741497
503089,701664
320910,689103
234103,840818
270236,621051
303997,782258
188413,672057
298739,713236
303546,699978
312521,676742
334515,668787
325827,672389
259852,674085
450020,615115
322860,537630
104165,624716
217344,694232
300574,649747
283304,696351
707602,445595
719346,449559
722639,443586
773331,389931
746157,439492
734039,417015
714751,446575
731816,415757
725946,426962
798814,401509
693737,452734
669866,448338
746864,439849
727143,433316
791514,403535
721995,437391
756228,419086
758640,405587
715675,422312
596353,470604
721507,453573
744313,432368
729257,451289
666032,465155
601801,494436
661222,453629
734450,429010
766737,396198
731222,429799
675857,463897
727705,434351
727034,420199
722277,425835
746923,435441
728171,409349
633701,452224
625717,482421
858806,387555
879462,370332
704254,417902
675281,454792
728609,419664
714079,445580
771609,417188
742704,423925
698642,431846
684258,463565
791992,389182
759373,432378
837198,402237
723729,435237
764655,420356
727532,423473
703907,419258
852401,400991
730415,423241
678951,451942
723339,437032
726016,416897
736837,416432
731165,429361
774647,427215
758669,423940
710631,454883
734701,423411
713931,418764
695455,432499
724532,436536
732725,438797
732286,420546
751345,431670
741371,429784
608037,468148
730382,448450
538607,494883
740633,415965
678799,450973
756673,440896
727534,429764
749579,410194
674276,430483
724635,414248
699875,435434
744271,431399
744426,435485
729196,418692
714355,422413
719636,426645
666567,454554
780310,430101
729233,430917
752754,440390
730094,429952
735913,420880
744772,424945
749916,420994
728098,444461
799944,418257
725809,427710
872658,384157
727190,430566
735511,413420
737941,430016
748631,407613
729082,423437
737547,432276
727500,428342
734065,416944
724160,426899
670557,464266
758317,407936
720366,421439
746825,435792
704175,432147
744121,432911
777554,396988
719327,426700
767236,415324
726918,433292
755320,433793
706267,436925
855800,386248
730682,429153
768541,421293
706846,447104
714304,433269
656849,479113
732560,416695
764135,419588
772097,400205
689286,450562
743847,438935
729710,432581
720578,440604
722499,433185
755038,441249
732306,423040
729408,428928
774783,405020
733697,419916
710943,446319
679310,465297
732703,428812
731991,431543
673257,459081
725839,424500
695054,456057
715314,436633
687301,458286
765294,425815
715118,427980
767333,420651
811403,407904
718164,454575
739070,411663
752581,440394
690730,437739
887870,380231
718401,449372
724731,435068
733774,432793
708631,453634
729480,431715
741825,405690
731191,432062
694821,438629
720271,425885
703652,430300
707380,419460
714873,418797
733691,405330
729715,427959
727368,452797
693426,451198
720452,420584
731599,428852
751517,404029
750392,411159
751559,416171
788276,416307
802381,381442
730792,434299
723743,443731
644981,443534
722187,439018
613011,486786
701733,458443
764630,436553
706095,419599
702394,446256
743252,440781
749317,422956
728905,435119
652525,464851
731460,429856
752589,400235
739990,419724
725971,448385
723840,443952
680544,442401
724483,439497
747987,431955
724609,423295
701304,459080
710349,419101
711439,453676
657496,436294
745255,425610
721524,424203
723797,428747
651594,453942
608668,457619
824293,381793
632652,468471
747303,406548
745060,417858
726685,414816
745842,434995
735718,438748
899552,374590
745158,417375
752346,417083
786732,399733
729589,425007
727316,427043
726331,435928
726804,445245
721682,435068
732378,429008
738551,420372
740906,409067
752706,440215
724608,430053
700354,441203
688222,447958
730326,429052
740287,446677
730434,421618
866065,386393
734429,447999
717523,425089
727809,442662
733733,431100
695936,430737
727499,426272
718009,426196
750873,437959
729994,429220
709712,441455
732848,425657
753057,423397
732683,447385
740753,442421
743293,432205
738254,421549
725268,431897
752830,435580
744755,433087
717724,450610
726128,420227
730135,440077
720869,438684
737328,412148
741031,434833
824039,412631
737966,412088
772015,409439
793237,397111
733788,448321
709282,436166
744664,426096
650775,452666
755167,409465
765633,405225
694683,450938
729711,430614
745044,407883
670181,441166
775130,415529
737414,444314
730608,432295
754376,441307
730203,412359
835516,400152
728664,432475
825989,382573
742650,431539
810322,411001
748409,441036
752527,434124
754792,438766
765181,401096
741044,438625
836049,367059
712348,448032
781662,408287
734372,426865
728383,430978
640253,444179
699386,444481
731442,420135
825123,400890
777591,429836
713951,422718
707581,458339
712891,443223
729363,427662
720657,419646
738674,432588
719396,435342
731257,446926
755055,439992
754485,438168
748375,408551
729426,426649
696542,425992
526879,525216
806588,410162
754502,431256
730935,428667
729609,430923
746498,408410
731119,444131
802912,397184
727608,439533
760617,407955
729897,434527
754387,641979
765672,517359
757899,557203
802071,528302
787465,589048
690720,635104
809697,523329
841221,597749
725486,606726
763865,466863
748007,681166
753268,512626
769511,572049
784165,583481
802983,575321
871144,555639
808049,557219
842659,586303
829000,613267
707169,574081
638540,688402
764937,568311
763685,566862
768294,559308
758869,579689
758814,521459
781691,592729
748984,487073
787310,654821
702714,742670
768709,572825
703372,576186
772389,565056
772148,571798
746759,573321
756285,616509
770099,572752
844515,509601
817531,537322
759684,546556
769720,563067
761599,619897
725823,615915
892697,526303
849949,540019
858747,573582
745209,536050
771219,572604
766135,599200
759715,564427
795068,560529
780723,675084
781190,576752
771901,572100
831389,480744
802115,533460
793828,440259
627700,686145
694220,605434
712797,557541
771847,579401
780097,514997
856326,535732
789339,582401
732523,581112
772782,618550
725592,592099
782723,495430
849093,568778
745223,598309
709466,636692
841036,437005
817600,535078
798637,458473
741778,574603
803290,647415
712221,587568
818663,590371
804156,564521
778573,679864
772224,555196
763953,571400
769986,570208
732245,547161
769877,577657
721616,560552
671639,598507
764188,590140
746964,488914
811883,486564
760115,557677
740307,488714
742779,571278
808094,571054
783481,538589
689711,722724
677369,627092
720791,540758
793831,593983
762051,495770
804628,577098
758634,560594
760164,506435
771231,564989
768119,567611
765005,660767
754194,560538
773880,613812
712195,635851
734479,530668
796696,552631
802570,557860
759801,574638
611673,731519
842911,560754
773938,597765
735213,642892
769643,571853
712381,547153
770084,550236
778714,570415
771237,587890
814843,590897
770241,580079
742369,576142
834517,457421
763118,519015
862731,569512
766736,582036
719770,622489
736289,679880
770747,561371
660253,640842
776419,547169
631145,682159
767156,607750
756026,552234
677312,579014
771010,593554
819389,533417
674058,679115
826106,543973
699745,575506
715631,547320
832168,567785
764762,685628
703773,565446
816830,580968
767753,637925
738727,647264
759530,661171
772932,536645
772215,597651
762835,596611
875686,451474
841309,410606
785779,637279
749338,484977
739207,505256
722878,560322
772430,604789
786065,542927
801787,565250
826279,544845
729671,574520
773133,624466
745866,558051
754695,525319
763104,572488
850126,570795
795930,460847
728413,592603
834497,572466
722582,573314
684000,562012
750279,607796
805300,603049
775138,539533
791838,575249
716147,583880
926950,446048
771831,563871
811261,526749
793145,525340
754368,628556
808163,624269
720240,566114
750125,579854
805651,546553
777656,553842
753906,484765
765793,585161
815738,485983
823931,567654
766709,605853
635548,699176
757945,542948
794120,636251
647287,628210
769994,571384
768523,561629
877133,547612
840514,411288
779767,448684
713744,551134
767817,661004
846548,549289
811593,582510
828379,465308
777031,514131
778604,559523
744968,486452
683143,634673
771093,553692
768700,559954
805970,625033
696415,547411
756238,579965
745840,531286
770255,571907
769380,598177
751038,671073
741229,535706
892175,485754
746519,497355
721485,531989
715447,550724
746217,606409
769480,549788
790941,589916
763708,543874
831462,557743
786775,553747
800785,554810
853896,420105
691069,590119
797848,599884
760428,582002
768813,570097
780732,615762
780872,573032
873945,423452
757088,513954
828476,594769
779153,482076
802612,570162
805455,599646
656556,720917
767444,566071
770331,590030
768878,507714
832268,582208
771066,592295
836197,552926
772475,586151
767571,542067
725691,573435
932954,456629
746404,711452
765583,570899
841887,513856
696538,696990
763865,525749
751244,524922
755794,534603
774398,541648
786166,531223
760484,555851
794359,442380
767497,530230
765674,547377
766487,615168
770186,570034
724405,596997
741521,624698
736043,575664
754270,574092
780043,626074
826556,495674
765115,543527
778841,577293
821119,600896
763334,562622
763362,545264
802089,572539
770224,580983
713850,565668
729229,656442
808011,526912
753770,532969
813584,452535
768888,513490
773585,571316
770153,576772
675876,594402
700414,596242
809824,604728
713623,563676
747664,687303
795367,524976
759766,496426
772167,575530
691178,637530
806470,557024
841886,548502
697742,682459
766624,480299
775883,629334
776923,542503
726266,621222
798455,647762
791208,562409
794221,553151
769642,572866
764530,582616
731035,517053
678239,585670
887914,516552
902384,467551
766160,581496
507342,507826
407233,321705
505315,459361
413304,461127
537646,552727
550814,440592
627626,437563
493799,488923
524073,555809
548307,564277
600922,471138
383640,479201
623516,534192
497445,517730
496584,457319
556821,562328
556031,506305
543912,507750
530528,521192
573150,513491
552654,637202
620495,428656
449927,418468
558582,492568
487046,528989
641704,492995
391809,499058
551329,460359
503840,504768
506446,575339
501674,511395
536193,514278
511706,546945
530609,519390
524317,678779
434406,489351
610606,519333
556111,510733
529448,548683
525774,502451
501115,574862
582812,444344
427697,518628
527488,524251
576676,558667
392971,437176
595639,506294
673248,638685
331571,442023
506446,552067
535487,513836
517549,535083
567307,513301
534817,490837
514313,548584
419307,423248
483136,561194
457792,477441
615169,520233
588062,722020
537278,525479
606094,538458
563012,484299
436934,590714
476769,401754
545129,554035
549834,520672
540369,603363
574235,532954
492411,536415
522505,559713
475582,515989
521244,517978
415698,343575
524359,520998
533018,514532
594329,578773
626757,418320
434736,456267
473205,567062
485844,491621
602465,665291
532480,397800
509009,524237
396464,430921
557139,638823
563876,476543
492331,329547
691937,540883
526445,431813
530297,510996
368014,467318
662278,588205
535998,510130
721721,579313
538144,527817
543318,433657
531081,505475
525480,470533
544322,539275
624814,477052
564353,537709
515310,489001
505774,597111
508929,447377
537435,518277
618747,512079
619548,576302
550042,495010
508908,542113
493040,610654
505802,514831
379681,464195
584712,513687
523713,368083
717549,573519
634635,457362
327776,430947
471065,486213
631428,453515
550185,419287
671560,553156
526327,510705
514459,474959
555214,652599
557726,449203
506910,417193
561601,655014
535037,538496
443964,518211
561735,565183
612711,483342
536168,593239
574904,492447
706633,500257
616824,483034
421929,525157
633108,495300
558744,487094
641657,534263
521716,469544
642297,546463
536465,514155
483024,505121
507483,642126
654944,512336
530556,583551
535735,455471
459232,509773
509227,510027
579013,568875
537184,514385
514910,581551
390773,517121
707247,692114
629205,571003
392924,418507
518862,460164
553121,463889
527402,481730
537794,465826
545617,507812
514547,354714
596390,470150
542544,670350
411476,478072
548496,542527
530371,442949
562919,466283
384965,520358
542660,415319
446724,418053
521826,539922
500522,444684
547824,513124
523366,349317
669382,622853
498289,560236
557062,551099
532850,483143
529669,391801
555156,616184
523911,563334
614313,512636
535921,524584
517971,490561
533342,545244
628221,492886
592768,437612
514411,507954
548144,543763
658852,516285
558772,474053
439266,514876
453660,583238
528619,414018
620940,515288
592644,447770
665560,587722
538486,501453
575713,547079
447161,503624
437757,504465
506137,516187
549939,514708
428588,495863
440070,431954
427192,454401
595955,448883
566632,571432
529228,479703
642908,437101
576588,449472
452814,539713
484694,556198
574322,503159
533697,425762
662663,579578
579721,620562
644032,492865
530674,549191
654563,448534
569518,658501
491150,568491
499702,602675
540199,525627
518871,530372
519772,512092
495069,558840
610168,473312
530508,509943
528815,548497
547400,580231
540575,508956
536022,681527
509386,514356
442157,514327
455969,529901
578389,637490
501408,554461
449326,548659
426390,476270
578297,438081
536133,478890
631256,536315
536266,417580
552646,653294
478997,530529
579481,545046
561136,499622
433465,541843
547819,509824
588390,514592
537265,523436
623891,518302
502162,475393
513366,506908
498553,524570
532126,539313
436829,530260
445445,517062
510342,532705
559130,699277
569202,355912
532096,492217
538874,585741
571302,510879
462368,373002
590209,519161
534278,560683
602584,501046
497675,566698
647949,639119
661501,515121
331898,459412
477908,439219
569312,556969
604984,462344
590561,542378
424083,401992
587267,470494
537426,518616
535399,650759
644770,580348
436870,510435
542440,516559
471385,533078
566938,516511
560934,525064
634238,464822
405718,510821
468275,548543
609259,544756
550059,460252
520106,512491
560509,513425
549177,577884
666779,488573
595726,525979
554907,560323
501015,550311
541541,546851
559267,647895
544710,509398
605972,560476
620236,415424
536797,577800
527363,634845
539151,491681
513036,530311
470750,553802
541110,520812
420510,533279
532592,508259
535298,557140
539214,632212
588428,589223
511194,356250
452680,452651
514174,514409
515426,479004
523183,527114
457357,528230
649812,313847
618591,278125
683175,252124
709267,220765
766437,353886
687168,243646
617465,290666
674378,326048
667889,204882
655316,228037
656975,298291
662650,292592
668413,270302
725090,333897
686624,386880
685899,286355
620490,132840
728887,321179
745131,289604
664894,271730
660553,303353
662612,365301
724334,300067
645743,261927
663057,220725
746598,300052
581756,215392
632481,251544
697431,253349
630032,290172
615142,190732
690314,270247
608218,264347
675743,339044
668314,257531
689918,278913
614320,248467
640730,257203
652535,220991
700633,284329
738833,286926
631365,134292
649665,236202
654001,294570
675345,223698
600666,216990
663020,283060
607893,199432
657676,245263
637104,229550
669739,261458
659205,270591
677369,246721
695340,262248
628740,219112
655619,300069
706575,276336
628573,288863
614661,256208
710835,256297
677094,227490
704941,239659
671815,261208
678594,215094
737956,289062
655673,284234
663363,270074
661212,297315
649917,358715
609490,242270
663738,248875
734716,277971
676032,265825
696886,344064
592761,207368
619888,177693
677749,211440
674483,261546
667907,257757
657386,358879
697678,243116
661638,163860
620405,286337
678200,245887
598044,201746
718642,420283
672371,284912
665364,284109
614719,254179
674632,268554
652077,299823
671005,245768
714750,345118
667869,327110
662311,296406
661927,282689
573471,220447
677451,251232
699826,301931
705617,241173
643589,325753
657311,291295
700826,248226
669354,259224
656264,222613
636816,238656
722062,263794
754004,391359
681544,270355
624130,248440
734116,274569
719360,252168
677826,242527
672397,270701
670207,251985
580988,185193
637459,219265
689734,354204
696294,225393
615674,258731
655098,289182
655147,286433
706110,217446
669689,263240
713142,286092
661283,254949
661289,266240
740474,393288
594986,244995
651548,237370
685845,209394
672224,187577
630557,196815
688132,312539
629464,241145
688147,241322
680671,253973
667294,268427
677095,228967
674192,244563
707682,291718
634961,177087
687527,247166
679958,272861
698219,203526
724088,291796
659305,269943
720464,327703
676520,296358
684388,272789
601005,247875
709558,311487
657556,250964
758589,319349
677265,270934
718648,234030
677254,271414
686613,281214
666152,269346
577429,232649
664952,268828
659239,272454
661418,294187
707509,311295
611949,238469
638112,289637
683892,322751
679720,232288
631446,300686
697142,215930
639917,306850
644776,244404
684313,197571
646801,325844
662992,268873
677295,235111
587388,193647
735813,318486
638277,275538
589101,252507
706329,283680
663954,268684
666744,273830
571017,225833
692456,229804
681585,213890
734339,356009
688004,245947
632609,215788
654966,272526
660301,285771
676432,272193
700137,279164
696295,252487
732688,289096
602373,236334
671092,323764
688463,214985
666923,252636
646074,249033
624175,265335
714100,355941
674498,354582
696211,353616
596054,239950
629439,237952
673440,241375
734456,312515
644993,273397
653976,281532
684966,213338
631479,273719
658149,289877
626731,317069
684969,297515
604380,190747
632275,271768
664148,240496
683975,310796
680027,248362
630600,258361
666471,259694
650513,220572
620723,237286
723150,257638
659194,266921
663395,297373
660871,292999
747913,302559
614847,284635
599584,222177
678795,242731
702284,215255
616412,258536
670468,267843
669664,230903
705144,241394
737792,304290
708488,311592
667571,267667
733539,287228
650327,241997
682324,249272
743828,356001
657527,296695
600587,228975
708631,230654
674899,234973
662382,267113
670201,259972
672492,304387
666697,266064
704350,298092
642148,289857
603473,238763
661680,277856
619466,221587
643137,281637
673499,196306
752428,312711
609856,294051
695784,292822
723073,311568
703344,381804
660180,322622
680996,322887
680764,290107
670883,270735
581711,248428
670730,315486
605110,285368
685772,372554
659932,289255
710903,279046
630806,274878
731933,279752
628316,247101
608785,263281
797899,451805
658894,280665
653213,288433
656369,287733
640518,246368
748664,398591
656845,300884
664953,308488
664931,252288
647083,332283
618686,243397
649962,306549
665191,251077
665157,204118
647438,254788
703970,296468
670742,224788
672456,245032
666656,273722
667752,232055
667769,294394
674588,261912
708104,348954
692818,218910
621214,268460
649455,320938
663365,266434
662456,257274
676775,277266
664806,274607
740943,377670
661396,279211
682146,251605
672490,270266
660383,257188
674987,273547
641366,256711
710706,232920
587123,221404
625939,257289
722737,274124
645292,347995
649850,289235
685338,272341
689428,207018
654667,262585
366779,362552
369153,377540
331394,374545
415089,323845
374387,467347
372150,360565
381400,372713
363362,357737
373391,366768
490747,490256
438823,351777
375730,367365
340133,306647
353079,370415
464072,295596
381024,357923
329402,302590
380942,353321
392795,343750
257829,218194
374569,365985
403198,498720
357230,404473
246803,326711
290334,405761
376000,365059
358366,365018
365445,354858
295668,397077
376895,389905
338898,214739
259267,242284
361948,335620
362203,376036
426988,323512
409570,380858
385244,478818
517880,361774
449792,487242
379067,342401
331808,322091
442146,431920
341776,404176
459536,474594
375529,364284
402713,319996
395509,447521
398096,330059
383134,530023
375494,347443
391387,260798
419748,291210
343658,385291
328508,383282
361165,369305
350107,437601
334114,459509
367453,449121
377463,362968
272078,332587
347852,426689
372423,366077
291378,388011
398243,379108
452884,266505
376171,415108
310059,360303
391853,400362
375163,372828
358710,441099
395013,296572
343413,351242
403307,501717
361325,338266
313822,374342
367859,331806
366945,375577
299617,413410
371215,304670
250589,310946
275723,395671
315068,269536
443799,403413
380108,367122
376624,414923
329094,307415
390827,296881
395860,365007
408419,253107
398863,449884
240765,417999
362766,353777
426627,379815
356485,410806
368997,302032
426597,361774
424153,358241
420173,329986
333164,384971
363545,309601
393034,419881
280542,311467
441001,369628
393915,426104
431183,399344
385928,379903
359574,466019
395958,250566
308509,378193
320443,325357
424340,393920
356168,364527
326210,315984
374311,377754
374991,251967
290922,384922
363056,488628
370668,258631
395980,460168
311904,380521
305680,302023
435235,378134
402960,358061
310439,281816
387085,361305
366873,281190
517718,402041
587312,465862
376789,400661
371418,367243
371810,284372
410327,454742
348573,228677
371169,352465
484385,406558
454831,292859
277669,446288
357217,334898
306973,371314
361206,322326
352825,342072
374363,370491
362455,333579
410309,327207
392746,353601
377954,359465
392486,413152
226279,196302
259410,340774
390259,385789
327064,337038
359297,370949
385828,420122
368015,292681
323368,322317
374665,497331
438156,361037
347773,349258
411860,276360
450883,300266
373060,396577
369314,379813
404018,374662
384459,331561
355096,327368
378015,431683
327348,389070
389235,380395
413008,279715
281638,364297
450643,396631
428674,418930
478471,424155
362695,256123
432047,353924
378442,377542
307013,328596
314013,363333
486679,299746
469657,366086
352007,420108
391649,350263
454520,485456
372396,368479
373856,359031
487627,406047
374022,259510
367138,370205
466140,491411
367810,370144
290407,334361
332508,369388
347342,359748
361812,334253
394021,362598
454865,404399
376765,362235
313135,442012
425272,355690
421984,424558
395156,406238
324395,395578
326390,375072
339024,292832
467824,303916
373242,366716
360671,301929
501080,340264
387452,451636
304973,375939
253013,367502
388561,360701
375290,405889
412617,363899
373523,369671
324817,327043
355879,367275
373910,372099
461688,380355
389552,364317
331124,374003
331710,357775
374676,350427
408525,438348
376320,406191
348968,394895
317980,360723
399017,232563
383273,362667
375983,381506
438465,355843
450502,350007
412719,300938
377989,363748
393636,367995
324355,314273
366979,368389
347572,463463
395698,292724
405175,324722
377360,384411
278177,297016
407165,430397
366944,351900
260904,291618
405039,429061
295170,370846
368881,366476
370346,369359
278362,365039
389947,367026
391980,380927
384664,322498
440051,449016
439172,468159
393018,344794
399491,357165
472379,350021
416079,348321
356204,365988
389885,325700
377408,392397
447532,348993
428201,253998
371298,371999
383793,325400
318725,370134
341632,345178
396211,360488
378720,345448
386347,405070
415263,370619
427602,375287
379737,370237
459192,376748
357065,369228
380749,430001
371283,355546
378192,372464
423433,310694
357336,264834
317109,340240
289558,374472
306864,361644
351266,419827
372599,388065
422178,487831
356894,365368
425363,445783
353506,308300
436791,341829
364850,281141
358646,356180
376996,279269
314760,408261
457021,327044
335052,264541
339835,328913
332733,395354
350564,457296
401457,289902
383102,366976
308983,359863
377055,385019
392885,378233
372260,356084
328727,342509
332002,311651
374397,352102
409373,460189
417408,357278
373599,365225
372401,349119
364108,331315
405288,263923
305239,371610
385831,384008
540052,459258
430428,375579
337156,343572
363898,477274
338458,327856
367206,369322
406289,387895
369921,411422
375413,365332
353288,364687
503656,295674
535981,316925
448009,266109
566626,199095
494774,258343
569751,225919
560239,239610
577537,168974
584802,352797
543093,219885
575227,195540
370335,274455
500332,249531
400364,350752
477588,298548
516152,247535
514980,324427
569069,172968
480263,278178
506817,219963
499148,339490
465333,249987
582402,259170
513900,216360
622682,212681
510351,229529
493349,351510
497326,215417
471971,286743
647465,342549
436503,314099
459642,281315
540428,221541
546966,152940
552151,338831
